"","GSM2882963","GSM2882964","GSM2882965","GSM2882966","GSM2882967","GSM2882968","GSM2882969","GSM2882970","GSM2882971","GSM2882972","GSM2882973","GSM2882974","GSM2882975","GSM2882976","GSM2882977","GSM2882978","GSM2882979","GSM2882980","GSM2882981","GSM2882982","GSM2882983","GSM2882984","GSM2882985","GSM2882986","GSM2882987","GSM2882988","GSM2882989","GSM2882990","GSM2882991","GSM2882992","GSM2882993","GSM2882995","GSM2882996","GSM2882997","GSM2882998","GSM2882999","GSM2883000","GSM2883001","GSM2883002","GSM2883003","GSM2883004","GSM2883005","GSM2883006","GSM2883007","GSM2883008","GSM2883009","GSM2883010","GSM2883011","GSM2883012","GSM2883013","GSM2883014","GSM2883015","GSM2883016","GSM2883017","GSM2883018","GSM2883019"
"ENSG00000023572",0,0,0,-1,-1,1,0,0,0,-1,0,0,0,-1,-1,-1,-1,0,1,0,-1,0,-1,0,0,0,1,0,0,-1,-1,0,1,-1,0,1,1,-1,-1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,-1,1
"ENSG00000023697",0,0,-1,1,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,1,1,0,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,-1,-1,0,1,0,-1,1,1,0,-1,-1,1,-1,-1,1
"ENSG00000023839",0,0,-1,0,0,-1,-1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,-1,0,0,1,0,-1,-1,1,0,0,-1,-1,-1,0,0,-1,0,-1,0,0,-1,-1,1,1,1,1,1,0,0,0,-1,0,0,0,1
"ENSG00000023909",0,-1,-1,1,1,1,0,0,0,1,0,-1,0,1,1,1,1,0,0,0,0,-1,-1,0,0,0,0,-1,1,1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,1,1,0,-1,-1,0,0,-1,0,0,0,0,1
"ENSG00000024048",0,0,0,-1,0,0,0,0,-1,1,-1,0,-1,1,0,0,0,1,1,-1,-1,0,-1,1,1,0,0,0,1,-1,0,0,0,-1,1,1,0,-1,-1,0,0,0,0,1,1,0,0,0,0,0,-1,1,1,-1,-1,1
"ENSG00000025423",1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1
"ENSG00000025708",0,0,0,1,1,0,-1,1,0,0,0,0,0,1,1,0,0,-1,-1,0,0,0,0,1,1,0,0,0,-1,1,0,0,-1,0,-1,-1,0,-1,1,0,1,0,1,-1,-1,0,0,-1,-1,0,0,-1,-1,1,1,1
"ENSG00000025800",0,0,1,0,0,1,1,0,-1,-1,0,0,0,0,0,1,1,-1,-1,0,-1,1,1,0,0,1,0,-1,0,1,1,0,0,-1,-1,-1,-1,0,0,1,0,0,1,0,-1,1,0,0,-1,0,-1,0,-1,1,0,0
"ENSG00000026103",0,1,-1,1,0,-1,0,1,0,1,0,1,0,1,1,0,0,-1,0,0,0,0,-1,1,1,0,-1,-1,1,0,0,-1,0,-1,0,0,-1,0,0,0,0,1,1,-1,0,-1,-1,0,0,-1,-1,0,1,0,0,1
"ENSG00000026652",1,1,-1,0,1,1,1,1,-1,-1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,1,1,0,-1,0,1,1,-1,-1,0,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,1
"ENSG00000027847",0,0,0,1,1,1,1,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,1,1,0,0,1,-1,1,0,1,1,1,-1,-1,0,0,0,0,0,1,1,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,1
"ENSG00000029639",0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,-1,0,1,0,0,0,0,-1,0,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,0,0,-1,-1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,-1
"ENSG00000030066",0,-1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,-1,1,1,0,0,0,0,1,1,0,-1,-1,0,0,1,0,1,0,1,1,0,-1,0,0,-1,-1,0,-1,0,-1,-1,0,1,1,0,1,1,-1,0,1
"ENSG00000031698",0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,-1,0,0,0,0,0,1,1,0,1,0,-1,1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,0,1,-1,-1,-1,0,-1,-1,0,0,0,-1,1,0,1
"ENSG00000032444",0,0,1,0,0,1,1,1,0,0,0,0,1,-1,0,0,1,-1,-1,0,0,0,0,1,1,1,0,0,-1,1,0,1,-1,1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,1,-1,-1,-1,0,-1,-1,0,0,1
"ENSG00000033011",0,0,0,0,1,0,0,1,-1,0,0,0,0,-1,-1,0,0,-1,0,0,1,0,1,1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,1,-1,0,1,0,1,0,-1,-1,-1,-1,0,0,1,0,-1,0,1,1,1
"ENSG00000033100",0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,-1,-1,0,0,0,1,1,1,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,1,0,0,0,0,1,-1,-1,0,0,-1,-1,0,0,-1,-1,1,0,1
"ENSG00000033170",1,0,0,1,0,-1,-1,1,0,-1,0,0,0,-1,-1,0,0,1,1,0,0,0,0,1,1,0,-1,-1,0,-1,1,0,0,-1,0,0,0,0,0,-1,-1,0,-1,1,1,-1,0,0,0,0,-1,1,1,1,0,1
"ENSG00000033178",0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,-1,-1,1,1,-1,0,-1,1,0,-1,0,1,0,1,1,-1,-1,-1,0,0,0,0,1,1,-1,0,1,1,0,0,1,1,0,0,1
"ENSG00000033627",0,0,-1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,1,-1,-1,1,1,-1,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,0,0
"ENSG00000033867",0,0,0,0,0,-1,-1,0,-1,0,0,0,0,1,1,-1,-1,1,1,0,0,0,0,0,0,-1,-1,0,1,1,1,-1,-1,-1,0,0,-1,0,0,1,0,0,0,-1,0,-1,-1,1,1,1,0,1,1,0,0,1
"ENSG00000034677",0,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,-1,-1,0,-1,1,0,0,-1,-1,0,-1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
"ENSG00000035687",1,0,-1,0,0,0,-1,1,0,1,0,-1,0,0,-1,-1,-1,1,1,0,0,-1,-1,1,1,0,-1,-1,1,0,-1,0,1,-1,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,0,0,1
"ENSG00000036473",1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000036530",1,0,0,0,1,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,1,1,-1,0,1,1,0,1,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,1,-1,0,0,1,-1,-1,0,0,1
"ENSG00000036565",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000036672",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,0,-1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,-1,-1,0,0,-1,-1,0,0,-1,-1,0,-1,-1
"ENSG00000037757",0,0,-1,-1,0,0,0,1,0,-1,0,-1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,-1,0,-1,1,0,1,-1,-1,0,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,1,-1,0,-1,1,1,1
"ENSG00000037897",1,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,1,-1,-1,-1,0,0,1,0,0,1,1,0,0,-1,-1,1,1,0,0,1,-1,-1,0,1,0,-1,0,0,0,1,0,1,1,-1,-1,0,1,-1,-1,0,0,0
"ENSG00000038002",0,-1,0,0,0,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,-1,1,1,0,0,0,-1,0,1,0,0,0,-1,0,1,1,1,1,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,1
"ENSG00000038210",1,0,-1,0,0,0,0,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,1,1,0,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
"ENSG00000038274",0,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,-1,-1,0,1,0,0,-1,-1,1,0,0,0,0,1,1,1,-1,0,-1,1,1,-1,0,0,0,0,0,-1,1,1,0,0,1,1,0,-1,1,1,0,0,1
"ENSG00000039123",0,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,1,1,0,-1,0,0,0,0,0,-1,-1,1,1,0,0,1,-1,1,1,-1,0,-1,0,-1,0,0,1,1,0,0,1,1,0,-1,1,1,0,-1,1
"ENSG00000039650",0,0,0,0,0,0,0,1,1,-1,0,0,0,1,1,0,0,-1,-1,0,0,0,0,1,1,1,0,0,-1,-1,1,0,-1,0,-1,-1,0,1,1,0,1,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,1,1,1
"ENSG00000040933",1,0,1,0,0,-1,-1,1,0,0,0,-1,-1,1,1,0,0,0,0,0,-1,0,-1,1,1,1,0,-1,1,1,-1,-1,0,0,0,-1,0,-1,0,0,0,0,0,1,0,1,1,0,-1,-1,-1,0,0,0,0,1
"ENSG00000041880",0,1,1,1,0,-1,-1,1,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,1,0,1,1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,1,0,1,0,-1,-1,0,1,0,-1,0,0,-1,0,1,0,1
"ENSG00000043514",-1,0,-1,1,1,0,-1,1,1,0,0,0,-1,0,0,1,0,0,0,-1,-1,0,0,1,1,0,0,0,1,0,0,0,0,-1,0,0,-1,1,0,-1,0,-1,-1,1,1,1,0,-1,0,-1,-1,0,0,1,0,1
"ENSG00000044446",0,0,1,0,0,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,1,1,0,1,0,0,0,0,0,-1,1,-1,-1,0,1,1,0,0,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,1
"ENSG00000047230",0,0,-1,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,1,0,0,0,0,-1,0,0,1,1,0,-1,-1,1,1,1,0,0,-1,0,0,0,-1,0,0,-1,-1,0,1,1,0,0,1,0,-1,0,1,0,1,0,1
"ENSG00000047249",0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,1,1,1,1,1,1,1,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,-1,1,1,0,-1,-1
"ENSG00000047315",0,0,0,0,0,0,0,1,-1,0,-1,0,-1,-1,-1,0,-1,1,1,0,0,-1,-1,1,1,0,-1,-1,0,0,0,-1,1,-1,0,0,-1,0,-1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1
"ENSG00000047410",0,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,1,1,0,-1,0,-1,1,1,0,-1,-1,1,0,-1,-1,-1,-1,1,1,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,1,1,0,0,1
"ENSG00000047457",0,0,-1,-1,0,0,0,1,0,1,0,0,-1,1,1,-1,-1,0,0,0,0,0,0,1,1,0,-1,-1,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,0,1,1,1,0,0,0,0,-1,0,0,1,1,1,1
"ENSG00000048028",0,-1,0,-1,-1,0,0,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,-1,1,1,1,0,0,-1,0,1,1,0,1,0,0,1,1,0,-1,-1,0,-1,-1,-1
"ENSG00000048392",1,0,0,0,-1,0,0,-1,0,0,0,-1,-1,1,1,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,1,0,-1,0,1,0,1,1,0,-1,-1,0,-1,1,0,1,1,0,0,0,1,0,-1,1,1,0,-1,-1
"ENSG00000049239",0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,-1,1,-1,1,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,-1,1,0,-1,-1,1,0,0
"ENSG00000049759",0,-1,-1,0,0,0,0,-1,1,0,-1,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,-1,-1,-1,-1,-1,0,0,0,-1
"ENSG00000049860",0,0,-1,0,-1,-1,-1,1,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,-1,0,1,1,0,-1,-1,1,1,0,1,1,0,0,0,0,-1,0,0,0,-1,-1,1,1,1,0,0,1,0,-1,1,1,0,0,1
"ENSG00000050438",0,-1,1,-1,0,-1,-1,0,0,1,0,0,0,1,1,1,1,0,-1,-1,0,-1,0,1,1,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,0,1,1,-1,0,0,-1,1,0,0,0,1
"ENSG00000051341",0,0,0,1,0,0,0,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,1,0,-1,-1,-1,1,0,-1,1,1,1,0,0,-1,-1,-1,1,0,-1,0,-1,0,0,0,0,0,0,0,1,0,-1,0,1
"ENSG00000051382",0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,0,0,-1,-1,0,0,1,0,0,0,0,1,0,-1,-1,0,-1,1,1,0,0,-1,-1,-1,0,0,1,1,1,1,0,0,0,-1,1,1,1,0,1
"ENSG00000052802",0,0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,-1,-1,1,0,0,0,-1,-1,0,0,0,0,0,1,1,1,-1,-1,-1,1,1,0,0,0,0,0,-1,-1,1,1,0,0,1,1,0,0,1,1,0,0,1
"ENSG00000053371",-1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,1,1,0,0,0,-1,0,-1,1,0,1,-1,-1,1,1,0,0,1,1,1,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,1
"ENSG00000054148",0,0,1,0,0,1,1,0,0,-1,0,1,1,-1,-1,0,1,-1,-1,0,0,1,1,0,0,0,0,1,-1,0,0,1,0,1,-1,-1,0,0,0,0,1,1,1,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,0
"ENSG00000054179",-1,-1,1,-1,0,0,0,1,0,-1,0,0,0,0,1,1,0,-1,0,1,1,1,1,0,0,1,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0
"ENSG00000054267",0,0,-1,0,0,-1,-1,1,0,0,0,-1,-1,1,1,0,0,0,1,0,0,-1,-1,1,1,0,-1,-1,1,1,-1,-1,0,-1,1,0,0,-1,0,0,0,0,0,1,1,0,0,0,1,-1,0,0,1,0,0,1
"ENSG00000054392",0,0,-1,0,0,0,1,0,0,1,0,0,0,-1,-1,-1,0,-1,0,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,0,0,0,0,-1,-1,0,-1,0,1,1,-1,0,-1,0,-1,-1,0,0,0,-1,1,0,1
"ENSG00000054983",0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,-1,0,1,0,-1,-1,-1,1,1,0,0,-1,1,0,0,-1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,1,0,0,1,1,-1,-1,1,1,0,1,1
"ENSG00000055483",-1,0,0,1,1,0,0,1,0,-1,0,-1,0,0,0,0,1,-1,-1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,-1,-1,0,0,1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0,1,1,1
"ENSG00000055609",0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,-1,-1,1,1,-1,-1,-1,1,0,0,0,1,0,1,1,0,-1,0,-1,-1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
"ENSG00000056998",0,0,-1,-1,0,0,0,1,1,0,0,-1,-1,-1,-1,0,1,1,0,1,0,0,0,1,1,0,-1,-1,0,-1,1,0,0,0,0,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,1,0,1,1,1,1,1
"ENSG00000057252",1,0,0,1,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,1,1,-1,-1,-1,0,1,1,0,-1,0,1,0,0,0,-1,-1,0,0,-1,-1,0,-1,0,0,0,1,1,0,0,0,1,0,-1,1,1,0,0,1
"ENSG00000058056",0,0,1,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,1,1,1,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,-1,1,1,0,0,-1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,-1,-1
"ENSG00000058600",0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,-1,-1,0,1,0,0,0,0,1,0,1,-1,1,-1,1,-1,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,1,-1,-1,1,1,0
"ENSG00000058668",0,0,-1,0,0,-1,-1,1,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1
"ENSG00000058804",0,0,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,1,1,0,0,0,1,1,-1,0,1,-1,1,1,-1,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
"ENSG00000058866",0,0,-1,1,1,0,-1,1,0,-1,0,-1,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,0
"ENSG00000059377",1,1,-1,0,0,0,0,1,-1,-1,0,0,-1,1,0,1,1,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,1,1,-1,0,0,0,0,-1,-1,-1,0,1,1,0,1
"ENSG00000059378",0,0,0,1,1,-1,-1,1,0,-1,-1,1,1,1,1,0,0,0,-1,0,0,-1,0,1,1,0,0,-1,0,1,-1,0,0,1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,1
"ENSG00000059573",1,0,-1,0,0,-1,-1,1,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,1,1,0,-1,-1,1,1,1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,1,0,1,-1,0,0,0,0,1,1,1,1
"ENSG00000059588",1,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,-1,-1,0,-1,-1,0,-1,0,0,0,-1,-1,1,-1,1,0,1,0,1,1,0,0,1,0,0,-1,-1,1,1,0,0,0,0,0,-1,0,1,0,-1,1
"ENSG00000059804",0,1,1,0,0,-1,-1,1,0,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,1,1,0,0,0,1,1,1,-1,-1,-1,0,0,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,-1,0,0,1,0,1
"ENSG00000060642",-1,0,-1,0,0,1,1,1,0,-1,0,0,0,1,1,-1,-1,1,0,1,0,0,0,1,1,1,-1,1,0,0,-1,0,0,1,-1,-1,-1,0,0,1,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,1
"ENSG00000060762",1,1,1,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,1,1,0,0,-1,-1,0,0,0,1,0,1,1,0,-1,0,-1,1,0,-1,-1,0,0,0,-1,-1,1,1,0,0,1,1,0,0,0,0,0,-1,-1
"ENSG00000060971",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,0,1,1,1,0,1,1,-1,1,-1,0,-1,0,-1,-1,0,0,0,1,0,0,0,-1,-1,0,1,-1,-1,0,0,-1,-1,0,1,1
"ENSG00000060982",0,0,-1,0,0,-1,0,1,0,0,-1,0,-1,1,0,1,1,0,0,-1,-1,0,0,1,1,0,-1,-1,0,0,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,1,1,1,0,0,0,0,-1,1,1,1,0,1
"ENSG00000061918",1,0,0,0,0,0,1,1,-1,0,0,-1,0,0,0,-1,-1,-1,1,0,0,0,0,1,1,1,0,0,0,0,1,-1,-1,-1,0,0,-1,-1,1,-1,0,-1,-1,0,0,-1,0,0,1,0,0,1,1,1,0,1
"ENSG00000062282",0,0,0,-1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,1,1,0,1,1,1
"ENSG00000062485",1,1,1,0,0,0,1,0,0,0,0,1,1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,1,1,1,-1,0,1,0,-1,0,-1,-1,0,0,0,1,1,0,0,0,-1,1,1,-1,-1,0,0,-1,-1,0,0,-1
"ENSG00000062822",0,0,-1,1,0,0,0,1,0,0,-1,0,0,1,0,1,1,-1,-1,0,0,0,0,1,1,1,0,0,-1,1,1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,1,-1,-1,0,0,0,-1,1,1,1
"ENSG00000063176",0,1,1,1,1,1,1,0,-1,-1,0,0,0,1,1,0,0,0,-1,1,1,1,0,1,0,1,0,0,-1,0,-1,-1,-1,0,-1,-1,0,0,1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,0
"ENSG00000063601",0,-1,-1,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,0,-1,0,-1,0,1,0,0,0,0,-1,-1,-1,0,-1,-1,1,1,1,0,-1,-1,0,1,1,0,0,0,0,-1,0,0,0,1,1,0,0,1
"ENSG00000063854",0,0,0,0,0,1,1,0,0,-1,0,1,1,1,1,0,0,-1,-1,1,1,0,0,0,0,1,0,0,-1,0,1,0,-1,1,-1,-1,1,1,0,0,1,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1
"ENSG00000064225",0,0,0,1,1,0,0,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,0,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,-1,0,1,1,0,0,0,1,0,0,1
"ENSG00000064270",0,0,-1,0,0,-1,-1,0,1,0,0,0,0,1,1,-1,-1,1,0,1,0,-1,-1,1,1,0,-1,-1,1,1,-1,1,0,1,0,0,-1,0,0,0,0,-1,0,-1,-1,-1,0,1,0,0,0,-1,0,0,0,1
"ENSG00000064601",0,0,1,1,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,1,1,0,0,-1,1,1,0,-1,0,-1,-1,0,0,1,-1,1,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,1,0,1
"ENSG00000064651",1,1,1,0,0,0,0,-1,0,-1,-1,1,0,1,1,0,0,-1,0,-1,-1,0,0,0,-1,1,0,0,1,0,-1,-1,0,-1,1,1,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,0,1,0,0,0
"ENSG00000064763",0,0,-1,1,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,0,-1,1,1,-1,0,0,1,-1,-1,-1,-1,-1,1,1,-1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1
"ENSG00000065154",0,0,0,-1,-1,0,0,1,0,0,-1,-1,-1,1,1,0,0,0,0,-1,-1,0,0,1,1,0,-1,-1,0,-1,-1,0,1,0,1,1,1,0,-1,0,0,1,0,1,1,0,0,0,0,-1,-1,0,1,0,0,1
"ENSG00000065357",0,1,0,0,0,-1,-1,1,1,-1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,0,0,0,0,1,1,1
"ENSG00000065427",-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,1,1,0,0,-1,0,1,1,0,-1,-1,-1,0,0,0,-1,0,1,0,1,0,0,0,1,1,1,0,0,0,-1,1,1,1,1,0,0,0,1,0,-1,-1,-1,-1
"ENSG00000065485",0,0,-1,1,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,1,0,0,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,1,1,0,1,1,0,0,0,1,0,0,1,1
"ENSG00000065518",1,1,1,0,0,-1,-1,0,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,-1,-1,-1,0,1,1,0,-1,0,0,1,0,0,0,-1,0,1,1,1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,-1
"ENSG00000065534",1,1,0,0,0,0,-1,1,0,-1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,1,1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"ENSG00000065615",0,0,-1,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,1,0,0,0,1,1,-1,0,1,-1,1,1,0,-1,0,-1,0,0,-1,1,1,0,0,0,0,0,0,1,1,1,0,1
"ENSG00000065621",1,0,-1,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,1,0,0,0,-1,0,1,1,1,-1,0,-1,1,-1,0,1,-1,-1,-1,-1,1,0,1,0,0,0,1,1,-1,-1,-1,-1,1,0,0,0,1,0,0
"ENSG00000065833",0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,0,0,-1,-1,-1,-1,1,1,0,0,0,0,-1,0,0,0,0,1,1,0,0,-1,0,0,1,1,1,1,0,0,0,0,-1,-1,0,1,0,0,1
"ENSG00000065911",0,0,-1,0,0,-1,-1,-1,-1,0,0,0,-1,1,1,1,0,1,0,0,0,0,0,0,-1,0,-1,-1,1,1,0,0,0,0,1,1,0,0,-1,-1,0,1,1,1,1,0,0,0,0,-1,-1,1,1,0,0,-1
