"","Control1","Control2","Control3","M1","M2","M3"
"Ldha",0,-1,-1,0,1,1
"Ldhal6b",-1,-1,-1,-1,-1,-1
"Ldhb",1,-1,0,-1,1,0
"Ldhc",-1,-1,-1,-1,-1,-1
"Ldhd",1,-1,-1,0,0,1
"Ldlr",-1,-1,1,0,0,1
"Lefty1",-1,1,0,1,-1,0
"Lefty2",-1,-1,-1,1,-1,0
"Lenep",1,1,0,0,-1,-1
"Leng9",-1,1,-1,0,0,1
"Lgmn",0,0,1,-1,-1,1
"Lgsn",-1,-1,-1,-1,-1,-1
"Lhpp",-1,-1,1,0,1,0
"Lias",1,-1,0,-1,1,0
"Lipa",1,1,0,-1,-1,0
"Lipc",-1,0,1,1,0,-1
"Lipe",-1,-1,1,0,1,0
"Lipf",-1,-1,-1,-1,-1,-1
"Lipg",1,0,-1,0,1,-1
"Lipt1",1,-1,0,-1,1,0
"Lipt2",-1,0,-1,0,1,1
"Lox",-1,1,1,0,-1,0
"Lpcat1",0,1,0,-1,-1,1
"Lpcat2",1,1,0,-1,-1,0
"Lpcat3",-1,-1,1,0,0,1
"Lpcat4",0,1,-1,0,-1,1
"Lpgat1",-1,0,1,1,-1,0
"Lpin1",0,-1,1,0,-1,1
"Lpin2",-1,1,1,0,-1,0
"Lpin3",0,1,1,-1,0,-1
"Lpl",0,-1,1,1,0,-1
"Lpo",1,0,0,-1,-1,-1
"Lrat",-1,-1,1,1,0,0
"Lrp2",1,-1,-1,-1,-1,0
"Lrsam1",-1,0,0,-1,1,1
"Lss",1,0,-1,1,-1,0
"Lta4h",-1,1,1,0,-1,0
"Ltc4s",-1,-1,0,1,0,1
"Lypla1",0,-1,1,0,1,-1
"Lypla2",-1,1,-1,1,0,0
"Lyzl1",-1,-1,-1,-1,-1,-1
"Macrod1",1,0,-1,-1,1,0
"Macrod2",1,-1,-1,1,0,0
"Man1a",-1,0,1,1,-1,0
"Man1a2",0,1,1,0,-1,-1
"Man1b1",-1,1,1,0,-1,0
"Man1c1",0,1,0,-1,-1,1
"Man2a1",-1,0,1,0,-1,1
"Man2a2",-1,-1,1,0,0,1
"Man2b1",0,0,1,-1,-1,1
"Man2b2",0,0,1,-1,-1,1
"Man2c1",-1,1,0,0,-1,1
"Manba",-1,1,1,0,-1,0
"Mansc1",1,1,0,-1,-1,0
"Maoa",-1,0,1,0,-1,1
"Maob",0,-1,1,-1,1,0
"Marchf1",0,0,0,0,0,0
"Marchf10",0,0,0,0,0,0
"Marchf11",0,0,0,0,0,0
"Marchf2",0,0,0,0,0,0
"Marchf3",0,0,0,0,0,0
"Marchf4",0,0,0,0,0,0
"Marchf5",0,0,0,0,0,0
"Marchf6",0,0,0,0,0,0
"Marchf7",0,0,0,0,0,0
"Marchf8",0,0,0,0,0,0
"Marchf9",0,0,0,0,0,0
"Mars1",0,0,0,0,0,0
"Mars2",1,0,-1,-1,0,1
"Mat1a",0,1,0,-1,-1,0
"Mat2a",-1,-1,1,1,0,0
"Mat2b",1,0,-1,-1,1,0
"Mboat1",-1,0,1,1,-1,0
"Mboat2",0,1,1,0,-1,-1
"Mboat4",1,-1,-1,-1,-1,-1
"Mboat7",0,1,0,-1,-1,1
"Mcat",0,-1,-1,0,1,1
"Mccc1",0,-1,1,-1,0,1
"Mccc2",1,-1,0,-1,1,0
"Mcee",1,-1,-1,0,1,0
"Mdh1",1,-1,0,-1,1,0
"Mdh1b",-1,-1,-1,-1,-1,0
"Mdh2",1,-1,0,-1,1,0
"Mdm2",-1,1,1,0,-1,0
"Mdp1",-1,1,0,1,-1,0
"Me1",1,-1,0,1,-1,0
"Me2",-1,-1,1,0,0,1
"Me3",1,-1,0,-1,1,0
"Mecr",0,-1,-1,0,1,1
"Med1",-1,0,1,0,-1,1
"Meikin",-1,-1,-1,-1,-1,-1
"Mepce",-1,1,1,0,-1,0
"Mettl1",0,1,-1,1,-1,0
"Mettl14",-1,1,0,1,-1,0
"Mettl15",-1,0,1,-1,1,0
"Mettl16",-1,0,1,0,-1,1
"Mettl17",-1,1,1,0,0,-1
"Mettl18",-1,1,0,1,-1,0
"Mettl2",0,0,1,-1,-1,1
"Mettl21a",-1,0,0,1,-1,1
"Mettl21c",1,-1,1,-1,0,0
"Mettl22",1,-1,-1,0,1,0
"Mettl23",1,-1,-1,0,1,0
"Mettl3",-1,1,0,0,-1,1
"Mettl4",-1,0,1,0,-1,1
"Mettl5",1,1,-1,0,0,-1
"Mettl6",-1,0,1,1,0,-1
"Mettl7a1",-1,-1,0,1,0,1
"Mettl7b",-1,-1,1,1,0,0
"Mettl8",1,0,1,-1,-1,0
"Mgam",1,0,1,-1,0,-1
"Mgat1",-1,0,0,1,-1,1
"Mgat2",0,1,1,-1,-1,0
"Mgat3",0,0,1,-1,-1,1
"Mgat4a",1,1,0,-1,-1,0
"Mgat4b",-1,0,-1,1,0,1
"Mgat4c",-1,-1,-1,-1,-1,-1
"Mgat4d",-1,-1,-1,-1,-1,-1
"Mgat5",-1,0,1,0,-1,1
"Mgat5b",-1,-1,0,-1,-1,-1
"Mgll",0,-1,0,-1,1,1
"Mgmt",0,-1,-1,0,1,1
"Mgrn1",0,-1,0,-1,1,1
"Mgst1",0,1,0,1,-1,-1
"Mgst2",-1,0,-1,1,0,1
"Mgst3",-1,-1,0,1,0,1
"Mia3",-1,1,1,0,-1,0
"Mib1",0,1,1,0,-1,-1
"Mib2",0,1,0,-1,1,-1
"Mid1",-1,0,1,-1,0,1
"Mif",-1,1,-1,1,0,0
"Minpp1",0,1,-1,0,-1,1
"Miox",-1,-1,-1,-1,-1,-1
"Mkrn1",0,1,-1,-1,0,1
"Mkrn2",-1,0,-1,0,1,1
"Mkrn3",0,1,-1,0,1,-1
"Mlycd",1,-1,-1,0,1,0
"Mmaa",1,-1,0,-1,1,0
"Mmab",1,-1,0,0,-1,1
"Mmut",0,0,0,0,0,0
"Mocs1",0,1,-1,0,-1,1
"Mocs2",1,1,0,0,-1,-1
"Mogat1",-1,-1,1,1,0,0
"Mogat2",-1,1,-1,1,0,0
"Mogs",0,1,-1,0,-1,1
"Mpc1",1,-1,-1,0,1,0
"Mpc2",1,-1,-1,0,1,0
"Mpi",0,0,-1,-1,1,1
"Mpo",-1,0,0,0,-1,1
"Mpst",-1,1,-1,0,0,1
"Mri1",-1,1,-1,1,0,0
"Mrm1",1,-1,0,-1,1,0
"Mrm2",1,-1,-1,0,0,1
"Mrm3",1,-1,0,-1,1,0
"Mrpl58",-1,1,-1,0,1,0
"Msmo1",-1,-1,1,1,0,0
"Msra",1,-1,0,-1,1,0
"Mtap",-1,0,1,1,-1,0
"Mtfmt",-1,0,-1,1,1,0
"Mthfd1",0,0,1,-1,-1,1
"Mthfd1l",-1,-1,1,0,0,1
"Mthfd2",0,-1,-1,1,0,1
"Mthfd2l",0,1,0,1,-1,-1
"Mthfr",0,1,1,0,-1,-1
"Mthfs",0,1,-1,1,0,-1
"Mtm1",1,-1,1,0,0,-1
"Mtmr1",0,0,1,-1,1,-1
"Mtmr12",-1,0,1,0,-1,1
"Mtmr14",-1,1,0,-1,0,1
"Mtmr2",1,0,1,-1,-1,0
"Mtmr6",0,-1,1,0,-1,1
"Mtmr7",-1,1,1,0,-1,0
"Mtpap",1,0,1,-1,0,-1
"Mtr",0,0,1,-1,-1,1
"Mtrex",0,1,1,-1,-1,0
"Mtrr",-1,0,1,-1,0,1
"Mttp",-1,-1,1,1,0,0
"Mul1",0,0,-1,-1,1,1
"Mvd",1,0,-1,1,-1,0
"Mvk",0,0,-1,1,-1,1
"Mybbp1a",-1,0,1,-1,0,1
"Mycbp2",-1,0,1,1,-1,0
"Mylip",0,1,1,-1,-1,0
"Mylk",0,1,1,-1,-1,0
"Mylk2",-1,0,0,-1,1,1
"Mylk3",1,0,1,-1,0,-1
"Mylk4",-1,-1,1,0,0,1
"Myo5b",1,0,0,-1,1,-1
"N6amt1",-1,0,-1,1,1,0
"Naa10",-1,0,-1,1,1,0
"Naa11",-1,-1,-1,-1,-1,-1
"Naa15",0,1,1,0,-1,-1
"Naa20",0,0,-1,1,1,-1
"Naa30",0,-1,1,0,1,-1
"Naa40",-1,1,0,1,-1,0
"Naa50",0,0,1,1,-1,-1
"Naa60",-1,0,1,0,-1,1
"Naa80",0,0,-1,-1,1,1
"Naaa",-1,0,1,1,-1,0
"Nadk",-1,-1,0,0,1,1
"Nadk2",1,-1,0,-1,1,0
"Nadsyn1",-1,1,-1,0,0,1
"Nae1",0,1,1,0,-1,-1
"Naga",-1,1,0,0,-1,1
"Nagk",-1,0,0,1,-1,1
"Naglu",-1,1,0,0,-1,1
"Nagpa",-1,1,-1,0,0,1
"Nags",-1,-1,-1,-1,-1,-1
"Nampt",1,-1,1,0,0,-1
"Nanp",0,1,0,-1,-1,1
"Nans",1,1,-1,0,-1,0
"Naprt",0,-1,-1,0,1,1
"Napsa",1,0,-1,0,-1,1
"Nars",0,1,1,0,-1,-1
"Nat1",0,0,1,-1,1,-1
"Nat10",-1,0,1,1,-1,0
"Nat14",-1,1,-1,0,0,1
"Nat2",0,1,-1,1,-1,0
"Nat3",-1,-1,-1,-1,0,-1
"Nat8",1,1,0,-1,0,-1
"Nat8l",0,0,-1,1,1,-1
"Nat9",-1,0,-1,1,0,1
"Ncoa1",-1,0,1,0,-1,1
"Ncoa2",0,0,1,-1,-1,1
"Ncoa3",0,1,1,-1,-1,0
"Ncoa6",0,1,1,-1,-1,0
"Ncor1",-1,0,1,1,-1,0
"Ncor2",-1,0,1,-1,0,1
"Ndc1",-1,-1,1,0,0,1
"Ndst1",0,1,1,-1,-1,0
"Ndst2",-1,0,1,0,-1,1
"Ndst3",0,0,0,-1,-1,1
"Ndst4",-1,-1,-1,-1,-1,-1
"Ndufa1",1,-1,-1,0,1,0
"Ndufa10",1,-1,-1,0,1,0
"Ndufa11",1,-1,-1,0,1,0
"Ndufa12",-1,0,-1,1,1,0
"Ndufa13",1,-1,-1,0,1,0
"Ndufa2",0,-1,-1,1,1,0
"Ndufa3",1,-1,-1,0,1,0
"Ndufa4",1,-1,-1,0,1,0
"Ndufa5",1,-1,-1,0,1,0
"Ndufa6",1,0,-1,0,1,-1
"Ndufa8",1,-1,-1,0,1,0
"Ndufa9",1,-1,0,-1,1,0
"Ndufab1",1,0,-1,-1,1,0
"Ndufaf5",1,-1,0,-1,1,0
"Ndufb10",1,-1,-1,0,1,0
"Ndufb11",1,0,-1,-1,1,0
"Ndufb2",1,-1,-1,0,1,0
"Ndufb3",0,-1,-1,1,1,0
"Ndufb4b",0,0,0,0,0,0
"Ndufb5",1,0,-1,-1,1,0
"Ndufb6",1,-1,-1,0,1,0
"Ndufb7",1,-1,-1,0,1,0
"Ndufb8",1,-1,-1,0,1,0
"Ndufb9",1,-1,-1,0,1,0
"Ndufc1",1,-1,-1,0,1,0
"Ndufc2",1,-1,-1,0,1,0
"Ndufs1",1,-1,0,-1,1,0
"Ndufs2",1,-1,0,-1,1,0
"Ndufs3",1,-1,-1,0,1,0
"Ndufs4",1,-1,-1,0,1,0
"Ndufs5",0,-1,-1,1,1,0
"Ndufs6",1,-1,-1,0,1,0
"Ndufs7",1,-1,-1,0,1,0
"Ndufs8",1,-1,-1,0,1,0
"Ndufv1",1,0,-1,-1,1,0
"Ndufv2",1,0,-1,-1,1,0
"Ndufv3",1,-1,-1,0,1,0
"Nedd4",-1,1,1,0,-1,0
"Nedd4l",-1,1,1,-1,0,0
"Neu1",0,1,-1,0,-1,1
"Neu2",-1,1,-1,1,0,0
"Neu3",0,-1,0,-1,1,1
"Neu4",-1,-1,-1,-1,-1,-1
"Neurl1a",1,0,-1,-1,1,0
"Neurl1b",-1,1,0,0,1,-1
"Ngly1",0,-1,1,1,0,-1
"Nhlrc1",-1,1,0,-1,1,0
"Nit2",0,-1,-1,0,1,1
"Nktr",0,1,1,0,-1,-1
"Nln",-1,-1,1,0,0,1
"Nme1",1,0,-1,1,0,-1
"Nme2",1,-1,-1,0,1,0
"Nme3",-1,1,-1,0,0,1
"Nme4",-1,0,1,1,-1,0
"Nme5",-1,1,1,0,-1,0
"Nme6",-1,0,1,0,1,-1
"Nme7",0,1,1,-1,-1,0
"Nmnat1",1,-1,0,-1,1,0
"Nmnat2",-1,0,1,1,-1,0
"Nmnat3",0,-1,-1,1,1,0
"Nmrk1",0,1,-1,0,1,-1
"Nmrk2",0,1,-1,-1,1,0
"Nmt1",0,0,1,-1,-1,1
"Nmt2",0,-1,1,0,-1,1
"Nnmt",-1,0,1,0,1,-1
"Nnt",-1,-1,-1,-1,-1,-1
"Nol9",-1,0,1,0,-1,1
"Nop2",-1,-1,1,0,1,0
"Nos1",0,1,0,-1,-1,1
"Nos2",-1,0,0,-1,1,1
"Nos3",-1,0,0,1,-1,1
"Npas2",1,1,0,0,-1,-1
"Npc1",0,0,1,-1,-1,1
"Npc1l1",0,1,-1,-1,-1,-1
"Npepps",-1,1,1,-1,0,0
"Npl",-1,0,0,1,-1,1
"Npr1",-1,0,1,0,-1,1
"Npr2",-1,0,0,1,-1,1
"Nqo1",1,1,0,-1,-1,0
"Nqo2",1,0,1,-1,0,-1
"Nr1d1",-1,-1,1,0,1,0
"Nrf1",0,1,1,-1,-1,0
"Nsd1",-1,1,1,0,-1,0
"Nsd2",-1,0,1,0,-1,1
"Nsd3",-1,0,1,0,-1,1
"Nsdhl",0,-1,0,1,-1,1
"Nsun3",1,-1,1,-1,0,0
"Nsun4",0,-1,0,-1,1,1
"Nsun5",0,0,-1,-1,1,1
"Nsun6",-1,1,1,0,-1,0
"Nsun7",-1,-1,-1,1,-1,-1
"Nt5c",-1,1,0,1,-1,0
"Nt5c1a",0,-1,0,-1,0,1
"Nt5c1b",-1,-1,-1,0,-1,-1
"Nt5c2",-1,0,1,0,-1,1
"Nt5c3",-1,-1,1,0,1,0
"Nt5c3b",-1,1,0,0,-1,1
"Nt5dc3",-1,0,1,-1,0,1
"Nt5e",0,0,1,-1,-1,1
"Nt5m",0,-1,-1,1,1,0
"Ntan1",0,1,-1,-1,1,0
"Ntpcr",-1,0,-1,1,0,1
"Nudt11",0,1,0,1,-1,-1
"Nudt12",1,-1,1,-1,0,0
"Nudt14",0,1,-1,-1,1,0
"Nudt2",-1,0,1,0,-1,1
"Nudt3",0,-1,-1,1,0,1
"Nudt4",1,0,0,1,-1,-1
"Nudt5",-1,-1,1,1,0,0
"Nudt9",0,-1,1,-1,1,0
"Nup107",0,0,1,-1,-1,1
"Nup133",-1,0,1,-1,0,1
"Nup153",0,0,1,-1,-1,1
"Nup155",-1,0,1,0,-1,1
"Nup160",0,1,1,-1,-1,0
"Nup188",0,0,1,-1,-1,1
"Nup205",0,0,1,-1,-1,1
"Nup210",0,1,0,-1,-1,1
"Nup210l",-1,0,-1,1,0,1
"Nup214",0,1,0,-1,-1,1
"Nup35",-1,-1,1,1,0,0
"Nup37",-1,1,1,0,-1,0
"Nup43",-1,1,-1,1,0,0
"Nup50",-1,-1,1,1,0,0
"Nup54",-1,0,1,1,-1,0
"Nup62",-1,0,-1,0,1,1
"Nup62cl",0,0,-1,-1,1,0
"Nup85",-1,1,0,0,-1,1
"Nup88",0,1,1,-1,-1,0
"Nup93",-1,0,1,0,-1,1
"Nup98",0,0,1,-1,-1,1
"Nupl1",-1,-1,-1,-1,-1,-1
"Nupl2",-1,0,1,0,-1,1
"Oard1",-1,0,1,1,0,-1
"Oat",-1,0,1,0,-1,1
"Obsl1",-1,1,0,0,-1,1
"Oca2",-1,-1,-1,-1,-1,-1
"Ocrl",-1,1,1,0,-1,0
"Odc1",1,0,-1,-1,1,0
"Oga",0,0,0,0,0,0
"Ogdh",1,-1,0,-1,1,0
"Ogdhl",0,1,-1,0,1,-1
"Ogt",-1,1,1,0,0,-1
"Olah",1,1,0,-1,-1,0
"Oplah",1,-1,0,-1,1,0
"Otc",-1,-1,0,-1,-1,-1
"Otud5",-1,1,0,0,-1,1
"Oxct1",1,-1,0,-1,1,0
"Oxct2a",-1,-1,-1,-1,-1,-1
"Oxsm",1,-1,1,-1,0,0
"P4ha1",1,0,1,-1,-1,0
"P4ha2",-1,-1,1,1,0,0
"P4ha3",0,-1,0,1,-1,0
"P4hb",0,1,1,-1,-1,0
"Padi1",1,1,0,-1,0,-1
"Padi2",1,-1,1,-1,0,0
"Padi3",1,-1,1,-1,0,0
"Padi4",0,1,1,0,-1,-1
"Padi6",-1,-1,-1,-1,-1,-1
"Pafah1b1",0,1,1,0,-1,-1
"Pafah1b2",-1,0,1,1,-1,0
"Pafah1b3",0,1,-1,0,-1,1
"Pafah2",1,0,-1,-1,1,0
"Pah",-1,-1,0,-1,-1,-1
"Paics",0,-1,0,-1,1,1
"Pam",-1,0,1,0,-1,1
"Pan2",-1,1,0,0,-1,1
"Pank1",1,-1,0,-1,1,0
"Pank2",0,-1,1,0,-1,1
"Pank3",-1,-1,1,1,0,0
"Pank4",-1,1,0,-1,0,1
"Paox",-1,-1,0,1,0,1
"Papola",0,1,1,0,-1,-1
"Papolb",-1,1,-1,-1,-1,-1
"Papolg",-1,1,1,0,-1,0
"Papss1",0,1,1,-1,-1,0
"Papss2",-1,-1,1,1,0,0
"Parp1",1,0,-1,-1,0,1
"Parp10",-1,1,-1,0,0,1
"Parp11",-1,0,1,1,-1,0
"Parp12",-1,0,1,0,-1,1
"Parp14",-1,0,1,0,-1,1
"Parp16",0,-1,-1,0,1,1
"Parp2",-1,1,1,0,-1,0
"Parp3",-1,0,1,1,-1,0
"Parp4",0,0,1,-1,-1,1
"Parp6",0,-1,0,-1,1,1
"Parp8",-1,1,1,0,0,-1
"Parp9",-1,1,1,0,-1,0
"Pcbd1",-1,1,0,1,-1,0
"Pcbd2",0,0,-1,1,1,-1
"Pcca",1,-1,0,-1,1,0
"Pccb",0,-1,0,-1,1,1
"Pck1",-1,-1,0,0,1,1
"Pck2",-1,1,0,1,-1,0
"Pcmt1",0,-1,0,1,-1,1
"Pctp",1,-1,-1,0,1,0
"Pcx",-1,0,-1,1,0,1
"Pcyox1",1,-1,1,0,-1,0
"Pcyt1a",0,-1,1,-1,0,1
"Pcyt1b",0,-1,1,-1,1,0
"Pcyt2",1,-1,-1,0,1,0
"Pde10a",0,-1,1,-1,0,1
"Pde11a",0,1,1,-1,-1,0
"Pde1a",-1,-1,1,0,0,1
"Pde1b",-1,1,1,0,-1,0
"Pde1c",-1,1,1,-1,0,0
"Pde2a",-1,0,1,0,-1,1
"Pde3a",0,-1,1,-1,1,0
"Pde3b",-1,-1,1,1,0,0
"Pde4a",1,-1,0,-1,1,0
"Pde4b",1,1,0,-1,0,-1
"Pde4c",0,1,-1,-1,1,0
"Pde4d",1,-1,1,-1,0,0
"Pde5a",1,0,1,0,-1,-1
"Pde6a",0,-1,-1,0,-1,1
"Pde6b",-1,-1,-1,-1,-1,-1
"Pde6c",-1,-1,-1,-1,0,-1
"Pde6d",-1,0,0,-1,1,1
"Pde6g",-1,0,-1,0,1,0
"Pde6h",0,-1,-1,-1,-1,1
"Pde7a",0,1,1,-1,-1,0
"Pde7b",0,-1,1,-1,1,0
"Pde8a",0,-1,1,-1,1,0
"Pde8b",0,0,1,1,-1,-1
"Pde9a",-1,1,0,0,-1,1
"Pdf",0,1,-1,1,0,-1
"Pdha1",1,-1,-1,0,1,0
"Pdha2",-1,-1,-1,-1,-1,-1
"Pdhb",1,-1,-1,0,1,0
"Pdhx",1,-1,0,-1,1,0
"Pdia2",-1,-1,-1,1,-1,-1
"Pdia3",0,1,1,-1,-1,0
"Pdia4",-1,1,1,0,-1,0
"Pdia5",-1,0,1,0,-1,1
"Pdia6",-1,1,0,0,-1,1
"Pdk1",1,-1,0,0,-1,1
"Pdk2",1,-1,0,-1,1,0
"Pdk3",-1,0,1,0,-1,1
"Pdk4",1,-1,0,-1,1,0
"Pdp1",0,-1,1,0,1,-1
"Pdp2",-1,-1,0,0,1,1
"Pdpr",1,-1,1,-1,0,0
"Pdss1",1,-1,0,-1,1,0
"Pdss2",1,-1,0,-1,1,0
"Pdxk",0,-1,1,0,-1,1
"Pdxp",-1,0,-1,1,0,1
"Pdzd4",-1,1,0,0,-1,1
"Pecr",1,-1,-1,0,1,0
"Pemt",-1,0,0,1,-1,1
"Pepd",-1,-1,0,1,1,0
"Pex11a",0,-1,-1,1,1,0
"Pfas",-1,0,1,-1,1,0
"Pfkfb1",-1,-1,1,0,1,0
"Pfkfb2",0,1,1,-1,0,-1
"Pfkfb3",-1,-1,1,1,0,0
"Pfkfb4",0,-1,1,-1,1,0
"Pfkl",1,0,-1,-1,1,0
"Pfkm",-1,0,0,-1,1,1
"Pfkp",1,1,-1,-1,0,0
"Pgam1",1,0,-1,-1,1,0
"Pgam2",-1,1,0,-1,1,0
"Pgap1",0,1,1,0,-1,-1
"Pgd",1,0,-1,1,-1,0
"Pgghg",-1,1,1,0,-1,0
"Pgk1",1,0,-1,-1,1,0
"Pgk2",-1,-1,-1,-1,-1,-1
"Pgls",1,0,-1,-1,1,0
"Pglyrp1",0,1,-1,-1,0,1
"Pglyrp2",1,0,0,-1,-1,1
"Pglyrp3",-1,-1,-1,-1,-1,-1
"Pglyrp4",-1,-1,-1,-1,-1,-1
"Pgm1",-1,-1,1,0,0,1
"Pgm2",0,1,1,-1,-1,0
"Pgm2l1",0,1,1,0,-1,-1
"Pgm3",0,1,1,0,-1,-1
"Pgm5",-1,1,1,0,-1,0
"Pgp",1,1,-1,-1,0,0
"Pgs1",1,1,-1,0,0,-1
"Phgdh",-1,0,1,0,-1,1
"Phka1",-1,0,1,-1,0,1
"Phka2",-1,-1,1,0,0,1
"Phkb",-1,0,1,-1,0,1
"Phkg1",-1,0,1,-1,1,0
"Phkg2",-1,1,0,1,-1,0
"Phospho1",1,0,-1,-1,1,0
"Phospho2",0,-1,1,1,0,-1
"Phpt1",-1,0,-1,0,1,1
"Phyh",0,-1,1,-1,1,0
"Phykpl",1,0,-1,-1,1,0
"Pi4k2a",0,1,-1,0,-1,1
"Pi4k2b",0,1,1,0,-1,-1
"Pi4ka",0,-1,1,-1,0,1
"Pi4kb",-1,0,1,-1,0,1
"Piga",-1,1,1,0,-1,0
"Pigb",0,1,1,0,-1,-1
"Pigc",-1,1,0,1,-1,0
"Pigf",0,0,1,1,-1,-1
"Pigg",0,1,1,-1,0,-1
"Pigh",0,1,0,-1,-1,1
"Pigk",-1,0,1,0,-1,1
"Pigl",0,-1,1,1,-1,0
"Pigm",-1,1,0,1,-1,0
"Pign",0,0,1,-1,-1,1
"Pigo",1,1,-1,-1,0,0
"Pigp",-1,0,0,1,1,-1
"Pigq",0,-1,0,-1,1,1
"Pigs",-1,1,0,0,-1,1
"Pigt",-1,1,0,0,-1,1
"Pigu",-1,1,1,-1,0,0
"Pigv",0,1,-1,-1,0,1
"Pigw",-1,-1,1,0,1,0
"Pigx",-1,1,1,0,-1,0
"Pigyl",0,-1,-1,1,1,0
"Pigz",1,-1,0,0,-1,1
"Pik3c2a",0,1,1,0,-1,-1
"Pik3c2b",-1,1,1,-1,0,0
"Pik3c2g",0,1,1,-1,0,-1
"Pik3c3",0,1,1,-1,-1,0
"Pik3ca",0,1,1,0,-1,-1
"Pik3cb",-1,0,1,1,-1,0
"Pik3cd",-1,0,1,-1,0,1
"Pik3cg",0,0,1,-1,-1,1
"Pik3r1",-1,1,1,0,-1,0
"Pik3r2",-1,0,0,1,-1,1
"Pik3r3",1,-1,1,0,-1,0
"Pik3r5",0,1,-1,0,-1,1
"Pik3r6",0,-1,0,1,-1,1
"Pikfyve",-1,0,1,1,-1,0
"Pin1",-1,0,-1,0,1,1
"Pin4-ps",0,0,0,0,0,0
"Pip4k2a",-1,0,1,0,-1,1
"Pip4k2b",-1,0,1,0,-1,1
"Pip4k2c",1,1,0,-1,-1,0
"Pip4p1",-1,0,-1,1,0,1
"Pip4p2",1,1,-1,0,-1,0
"Pip5k1a",-1,1,1,0,-1,0
"Pip5k1b",0,1,1,-1,-1,0
"Pip5k1c",0,1,0,-1,-1,1
"Pip5kl1",-1,-1,-1,0,-1,-1
"Pipox",1,1,0,0,-1,-1
"Pisd",1,-1,0,-1,1,0
"Pja1",-1,1,0,0,-1,1
"Pja2",0,0,1,-1,-1,1
"Pklr",-1,-1,0,-1,-1,-1
"Pkm",1,0,-1,-1,1,0
"Pla2g10",-1,-1,-1,0,-1,-1
"Pla2g12a",0,-1,-1,1,1,0
"Pla2g12b",-1,-1,-1,-1,-1,-1
"Pla2g15",-1,1,0,0,-1,1
"Pla2g1b",-1,-1,-1,-1,-1,-1
"Pla2g2a",-1,-1,-1,-1,-1,-1
"Pla2g2c",-1,0,-1,-1,-1,-1
"Pla2g2d",0,0,1,-1,-1,1
"Pla2g2e",1,0,0,-1,0,-1
"Pla2g2f",0,-1,-1,-1,-1,-1
"Pla2g3",0,0,-1,-1,1,-1
"Pla2g4a",0,1,1,-1,-1,0
"Pla2g4b",-1,-1,-1,-1,-1,-1
"Pla2g4c",-1,0,1,-1,1,0
"Pla2g4d",-1,-1,-1,-1,-1,-1
"Pla2g4e",-1,0,1,-1,1,0
"Pla2g4f",1,-1,-1,0,-1,-1
"Pla2g5",0,1,0,-1,-1,1
"Pla2g6",-1,0,-1,0,1,1
"Pla2g7",1,1,0,-1,-1,0
"Plaat3",0,0,0,0,0,0
"Plb1",1,1,-1,-1,0,0
"Plcb1",-1,0,1,1,-1,0
"Plcb2",1,-1,0,0,-1,1
"Plcb3",-1,0,1,0,-1,1
"Plcb4",1,-1,1,0,-1,0
"Plcd1",-1,-1,0,0,1,1
"Plcd3",0,1,0,-1,1,-1
"Plcd4",0,-1,1,-1,1,0
"Plce1",-1,-1,1,0,0,1
"Plcg1",-1,0,1,-1,0,1
"Plcg2",0,1,1,-1,-1,0
"Plch1",-1,1,-1,0,-1,0
"Plch2",-1,1,0,1,-1,0
"Plcl1",0,1,1,-1,0,-1
"Plcl2",-1,0,1,-1,0,1
"Plcxd2",1,1,0,-1,-1,0
"Plcz1",-1,-1,0,-1,-1,-1
"Pld1",0,1,1,-1,-1,0
"Pld2",0,1,1,-1,-1,0
"Pld3",0,1,0,-1,-1,1
"Pld4",-1,0,1,0,-1,1
"Pld6",1,-1,-1,0,1,0
"Plg",-1,-1,1,-1,-1,-1
"Plin1",-1,-1,1,0,0,1
"Plin2",1,1,-1,0,0,-1
"Plin3",1,0,-1,-1,0,1
"Plin4",-1,-1,1,0,0,1
"Plod1",-1,-1,1,0,0,1
"Plod2",-1,0,1,1,-1,0
"Plod3",-1,0,1,0,-1,1
"Plpbp",1,0,-1,-1,1,0
"Plpp1",-1,0,1,-1,1,0
"Plpp2",1,1,-1,0,-1,0
"Plpp3",-1,0,1,0,-1,1
"Plpp4",-1,-1,-1,-1,-1,-1
"Plpp5",1,1,0,-1,-1,0
"Plpp6",-1,-1,1,0,0,1
"Plpp7",0,0,-1,-1,1,1
"Plppr2",-1,0,-1,1,0,1
"Plppr3",-1,0,0,1,-1,1
"Plppr4",1,-1,0,-1,1,0
"Plppr5",-1,-1,-1,-1,-1,-1
"Pltp",0,1,0,-1,-1,1
"Plxnb3",0,0,1,-1,-1,1
"Pmm1",1,0,-1,1,-1,0
"Pmm2",1,-1,0,-1,1,0
"Pmpca",1,-1,0,-1,0,1
"Pmvk",1,0,-1,1,-1,0
"Pnck",0,1,1,-1,-1,0
"Pnkp",1,1,-1,0,-1,0
"Pnlip",-1,-1,-1,-1,-1,-1
"Pnliprp1",-1,-1,-1,-1,0,-1
"Pnliprp2",-1,-1,-1,-1,-1,-1
"Pnmt",0,0,-1,-1,1,0
"Pnp",-1,-1,0,1,0,1
"Pnpla2",0,-1,-1,0,1,1
"Pnpla3",0,-1,0,1,-1,1
"Pnpla6",-1,1,-1,0,0,1
"Pnpla7",-1,0,1,-1,0,1
